Dispositivo;Grupo de dispositivo;Data de início;Duração da condução;Data de parada;Duração da parada;Origem;Destino;Tempo parado com motor ligado;Velocidade máxima;Horas do motor no início da viagem;Horas do motor no final da viagem
RPH8B16-1;AMBEV, Vehicle, Diesel;17/02/2026;00:26:21;17/02/2026;0,00279765;Rodovia Rota Turistica Serra da Ibiapaba 1504, CE, 62115-000, Brazil;BR-222, 449 - Sobral, CE, Brasil;00:00:07;74;17:42:00;18:06:00
RPH8B16-1;AMBEV, Vehicle, Diesel;17/02/2026;00:57:35;17/02/2026;0,04622265;BR-222, 449 - Sobral, CE, Brasil;CE-313, 3682 - Bela Vista, Tianguá - CE, 62320-000, Brasil;00:00:27;77;18:06:00;19:06:00
RPH8B16-1;AMBEV, Vehicle, Diesel;17/02/2026;01:05:01;17/02/2026;0,015622373;CE-313, 3682 - Bela Vista, Tianguá - CE, 62320-000, Brasil;BR-222 - Jaburuna, Tianguá - CE, 62350-000, Brasil;00:01:13;77;19:06:00;20:12:00
RPH8B16-1;AMBEV, Vehicle, Diesel;17/02/2026;01:24:28;17/02/2026;0,002291667;BR-222 - Jaburuna, Tianguá - CE, 62350-000, Brasil;R. João Ximenes, 119 - Petecas, Piripiri - PI, 64260-000, Brasil;00:03:18;81;20:12:00;21:39:47
RPH8B16-1;AMBEV, Vehicle, Diesel;17/02/2026;00:28:38;17/02/2026;0,008495382;R. João Ximenes, 119 - Petecas, Piripiri - PI, 64260-000, Brasil;R. Santo Dumont, 261, Cap. de Campos - PI, 64270-000, Brasil;00:00:06;79;21:39:47;22:06:00
RPH8B16-1;AMBEV, Vehicle, Diesel;17/02/2026;00:15:21;17/02/2026;0,009220162;R. Santo Dumont, 261, Cap. de Campos - PI, 64270-000, Brasil;BR-343, 232 - Cocal De Telha, Cocal de Telha - PI, 64278-000, Brasil;00:00:12;76;22:06:00;22:24:00
RPH8B16-1;AMBEV, Vehicle, Diesel;17/02/2026;01:05:58;17/02/2026;0,056161632;BR-343, 232 - Cocal De Telha, Cocal de Telha - PI, 64278-000, Brasil;Posto titara Povoado, Campo Maior - PI, 64280-000, Brasil;00:01:32;76;22:24:00;23:30:00
RPH8B16-1;AMBEV, Vehicle, Diesel;17/02/2026;00:01:24;17/02/2026;0,04663397;Posto titara Povoado, Campo Maior - PI, 64280-000, Brasil;Posto titara Povoado, Campo Maior - PI, 64280-000, Brasil;00:00:11;2;23:30:00;23:30:00
RPH8B16-1;AMBEV, Vehicle, Diesel;17/02/2026;00:07:23;17/02/2026;0,409489572;Posto titara Povoado, Campo Maior - PI, 64280-000, Brasil;Posto titara Povoado, Campo Maior - PI, 64280-000, Brasil;00:00:17;6;23:30:00;23:42:00
RPH8B16-1;AMBEV, Vehicle, Diesel;18/02/2026;01:35:48;18/02/2026;0,009294363;Posto titara Povoado, Campo Maior - PI, 64280-000, Brasil;Av. Pres. Médici, 7833 - Parque Alvorada, Timon - MA, 65632, Brasil;00:01:18;77;23:42:00;01:18:00
RPH8B16-1;AMBEV, Vehicle, Diesel;18/02/2026;00:09:37;18/02/2026;0,021715938;Av. Pres. Médici, 7833 - Parque Alvorada, Timon - MA, 65632, Brasil;BR-226 - Jóia, Timon - MA, Brasil;00:00:05;52;01:18:00;01:30:00
RPH8B16-1;AMBEV, Vehicle, Diesel;18/02/2026;01:15:31;18/02/2026;0,003408368;BR-226 - Jóia, Timon - MA, Brasil;BR-316, 544 - Nova Caxias, Caxias - MA, 65609-635, Brasil;00:00:12;79;01:30:00;02:42:00
RPH8B16-1;AMBEV, Vehicle, Diesel;18/02/2026;00:22:45;18/02/2026;0,014846713;BR-316, 544 - Nova Caxias, Caxias - MA, 65609-635, Brasil;BR-316, Caxias - MA, Brasil;00:01:19;72;02:42:00;03:06:00
RPH8B16-1;AMBEV, Vehicle, Diesel;18/02/2026;02:12:56;18/02/2026;0,002150845;BR-316, Caxias - MA, Brasil;BR-316, 1004, Alto Alegre do Maranhão - MA, 65413-000, Brasil;00:03:05;77;03:06:00;05:22:03
RPH8B16-1;AMBEV, Vehicle, Diesel;18/02/2026;00:15:41;18/02/2026;0,053866435;BR-316, 1004, Alto Alegre do Maranhão - MA, 65413-000, Brasil;BR-135, 198 - Povoado Caxuxa, Alto Alegre do Maranhão - MA, 65413-000, Brasil;00:01:15;61;05:22:03;05:42:00
RPH8B16-1;AMBEV, Vehicle, Diesel;18/02/2026;01:26:55;18/02/2026;0,002349537;BR-135, 198 - Povoado Caxuxa, Alto Alegre do Maranhão - MA, 65413-000, Brasil;Av. do Comércio, 113, Miranda do Norte - MA, 65495-000, Brasil;00:03:23;74;05:42:00;07:12:18
RPH8B16-1;AMBEV, Vehicle, Diesel;18/02/2026;00:05:09;18/02/2026;0,01525809;Av. do Comércio, 113, Miranda do Norte - MA, 65495-000, Brasil;BR-135, 5080, Miranda do Norte - MA, 65495-000, Brasil;00:00:39;50;07:12:18;07:18:00
RPH8B16-1;AMBEV, Vehicle, Diesel;18/02/2026;00:34:15;18/02/2026;0,480228148;BR-135, 5080, Miranda do Norte - MA, 65495-000, Brasil;BR-222, 672, Itapecuru Mirim - MA, 65485-000, Brasil;00:01:10;72;07:18:00;07:54:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;01:32:42;19/02/2026;0,004003079;BR-222, 672, Itapecuru Mirim - MA, 65485-000, Brasil;BR-135 | Ambev (sentido terminal), São Luís - MA, Brasil;00:00:04;74;07:54:00;09:24:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:21:30;19/02/2026;0,03306912;BR-135 | Ambev (sentido terminal), São Luís - MA, Brasil;BR-135, 126 - Tibiri, São Luís - MA, Brasil;00:00:27;65;09:24:00;09:42:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:24:56;19/02/2026;0,01409963;BR-135, 126 - Tibiri, São Luís - MA, Brasil;BR-135, 178, São Luís - MA, Brasil;00:01:30;59;09:42:00;10:12:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:02:16;19/02/2026;0,047893322;BR-135, 178, São Luís - MA, Brasil;BR-135, 178, São Luís - MA, Brasil;00:05:29;9;10:12:00;10:18:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:00:45;19/02/2026;0,044606181;BR-135, 178, São Luís - MA, Brasil;BR-135, 178, São Luís - MA, Brasil;00:03:21;2;10:18:00;10:24:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:01:40;19/02/2026;0,0302275;BR-135, 178, São Luís - MA, Brasil;BR-135, 178, São Luís - MA, Brasil;00:07:02;2;10:24:00;10:30:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:06:54;19/02/2026;0,009884051;BR-135, 178, São Luís - MA, Brasil;BR-135, 178, São Luís - MA, Brasil;00:05:04;4;10:30:00;10:40:49
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:29:18;19/02/2026;0,010839618;BR-135, 178, São Luís - MA, Brasil;BR-135 | Ambev (sentido terminal), São Luís - MA, Brasil;00:04:31;57;10:40:49;11:16:27
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:04:02;19/02/2026;0,003754259;BR-135 | Ambev (sentido terminal), São Luís - MA, Brasil;7MVR+C5, São Luís - MA, Brasil;00:00:03;16;11:16:27;11:24:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:01:03;19/02/2026;0,026458519;7MVR+C5, São Luís - MA, Brasil;7MVR+C5, São Luís - MA, Brasil;00:00:05;14;11:24:00;11:24:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:01:25;19/02/2026;0,001355336;7MVR+C5, São Luís - MA, Brasil;7MVR+C5, São Luís - MA, Brasil;00:00:09;6;11:24:00;11:24:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:01:02;19/02/2026;0,020346921;7MVR+C5, São Luís - MA, Brasil;7MVR+C5, São Luís - MA, Brasil;00:10:31;5;11:24:00;11:36:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:01:32;19/02/2026;0,023781354;7MVR+C5, São Luís - MA, Brasil;7MVR+C5, São Luís - MA, Brasil;00:00:57;8;11:36:00;11:36:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:02:14;19/02/2026;0,029854363;7MVR+C5, São Luís - MA, Brasil;7MVR+C5, São Luís - MA, Brasil;00:00:07;0;11:36:00;11:42:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:02:46;19/02/2026;0,032371921;7MVR+C5, São Luís - MA, Brasil;BR-135 | Ambev (sentido terminal), São Luís - MA, Brasil;00:00:21;11;11:42:00;11:42:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:02:18;19/02/2026;0,001533194;BR-135 | Ambev (sentido terminal), São Luís - MA, Brasil;BR-135 | Ambev (sentido terminal), São Luís - MA, Brasil;00:00:10;7;11:42:00;11:48:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:01:41;19/02/2026;0,006377708;BR-135 | Ambev (sentido terminal), São Luís - MA, Brasil;BR-135 | Ambev (sentido terminal), São Luís - MA, Brasil;00:00:06;3;11:48:00;11:48:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:22:47;19/02/2026;0,020821759;BR-135 | Ambev (sentido terminal), São Luís - MA, Brasil;BR-135, 3206, São Luís - MA, Brasil;00:10:06;72;11:48:00;12:22:19
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;01:56:24;19/02/2026;0,014565544;BR-135, 3206, São Luís - MA, Brasil;Av. do Comércio, 456-550, Miranda do Norte - MA, 65495-000, Brasil;00:00:05;77;12:22:19;14:18:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;00:10:36;19/02/2026;0,005056319;Av. do Comércio, 456-550, Miranda do Norte - MA, 65495-000, Brasil;BR-222 - Arari, MA, 65480-000, Brasil;00:00:16;61;14:18:00;14:30:00
RPH8B16-1;AMBEV, Vehicle, Diesel;19/02/2026;02:39:32;19/02/2026;0,469259259;BR-222 - Arari, MA, 65480-000, Brasil;Rod. Cap. Pedro Teixeira, Bela Vista do Maranhão - MA, 65335-000, Brasil;00:20:18;74;14:30:00;17:31:06
RPH8B16-1;AMBEV, Vehicle, Diesel;20/02/2026;00:45:14;20/02/2026;0,005889641;Rod. Cap. Pedro Teixeira, Bela Vista do Maranhão - MA, 65335-000, Brasil;R. Rio Branco, 49, Bom Jardim - MA, 65380-000, Brasil;00:00:18;72;17:31:06;18:12:00
RPH8B16-1;AMBEV, Vehicle, Diesel;20/02/2026;03:31:18;20/02/2026;0,023117616;R. Rio Branco, 49, Bom Jardim - MA, 65380-000, Brasil;X29J+5P, Maracaçumé - MA, 65289-000, Brasil;00:01:22;77;18:12:00;21:48:00
RPH8B16-1;AMBEV, Vehicle, Diesel;20/02/2026;00:57:11;20/02/2026;0,003176551;X29J+5P, Maracaçumé - MA, 65289-000, Brasil;Av. Roseana Sarney, 28, Boa Vista do Gurupi - MA, 65292-000, Brasil;00:00:20;70;21:48:00;22:42:00
RPH8B16-1;AMBEV, Vehicle, Diesel;20/02/2026;00:06:33;20/02/2026;0,018406458;Av. Roseana Sarney, 28, Boa Vista do Gurupi - MA, 65292-000, Brasil;BR-316, 315, Cachoeira do Piriá - PA, 68617-000, Brasil;00:01:09;39;22:42:00;22:54:00
RPH8B16-1;AMBEV, Vehicle, Diesel;20/02/2026;01:24:28;20/02/2026;0,008440995;BR-316, 315, Cachoeira do Piriá - PA, 68617-000, Brasil;BR-316, 24, Santa Luzia do Pará - PA, 68644-000, Brasil;00:00:53;77;22:54:00;00:18:00
RPH8B16-1;AMBEV, Vehicle, Diesel;20/02/2026;00:57:42;20/02/2026;0,562951389;BR-316, 24, Santa Luzia do Pará - PA, 68644-000, Brasil;Rod. Cap. Pedro Teixeira, 242 - Inussun, Capanema - PA, Brasil;00:39:05;77;00:18:00;01:52:21
RPH8B16-1;AMBEV, Vehicle, Diesel;21/02/2026;00:05:27;21/02/2026;0,011475532;Rod. Cap. Pedro Teixeira, 242 - Inussun, Capanema - PA, Brasil;BR-316, Km 151, s/n - Capanema, PA, 68702-180, Brasil;00:00:29;6;01:52:21;02:24:00
RPH8B16-1;AMBEV, Vehicle, Diesel;21/02/2026;01:17:25;21/02/2026;0,011480324;BR-316, Km 151, s/n - Capanema, PA, 68702-180, Brasil;BR-010, 5137, São Francisco do Pará - PA, 68748-000, Brasil;00:01:21;77;02:24:00;03:42:00
RPH8B16-1;AMBEV, Vehicle, Diesel;21/02/2026;01:44:07;21/02/2026;0,016909722;BR-010, 5137, São Francisco do Pará - PA, 68748-000, Brasil;Passagem Ana Lúcia, 528 - Bairro do Uriboca, Marituba - PA, 67105-110, Brasil;00:11:18;77;03:42:00;05:39:11
RPH8B16-1;AMBEV, Vehicle, Diesel;21/02/2026;00:06:21;21/02/2026;0,073474537;Passagem Ana Lúcia, 528 - Bairro do Uriboca, Marituba - PA, 67105-110, Brasil;R. Nova Uriboca, 1828 - Bairro do Uriboca, Marituba - PA, 67105-080, Brasil;00:03:04;11;05:39:11;05:48:00
RPH8B16-1;AMBEV, Vehicle, Diesel;21/02/2026;00:03:14;21/02/2026;0,014476377;R. Nova Uriboca, 1828 - Bairro do Uriboca, Marituba - PA, 67105-080, Brasil;Passagem Ana Lúcia, 30 - Bairro do Uriboca, Marituba - PA, 67202-540, Brasil;00:10:55;20;05:48:00;06:00:00
RPH8B16-1;AMBEV, Vehicle, Diesel;21/02/2026;00:01:29;21/02/2026;0,014473241;Passagem Ana Lúcia, 30 - Bairro do Uriboca, Marituba - PA, 67202-540, Brasil;Passagem Ana Lúcia, 30 - Bairro do Uriboca, Marituba - PA, 67202-540, Brasil;00:00:06;7;06:00:00;06:06:00
RPH8B16-1;AMBEV, Vehicle, Diesel;21/02/2026;00:17:20;21/02/2026;0,015570347;Passagem Ana Lúcia, 30 - Bairro do Uriboca, Marituba - PA, 67202-540, Brasil;Av. Engenheiro Fernando Guilhom, 1738 - Benfica, Marituba - PA, 67105-290, Brasil;00:02:28;59;06:06:00;06:24:00
RPH8B16-1;AMBEV, Vehicle, Diesel;21/02/2026;01:27:33;21/02/2026;0,008631435;Av. Engenheiro Fernando Guilhom, 1738 - Benfica, Marituba - PA, 67105-290, Brasil;BR-316, 7 - Castanhal, São Francisco do Pará - PA, 68748-000, Brasil;00:00:05;76;06:24:00;07:54:00
RPH8B16-1;AMBEV, Vehicle, Diesel;21/02/2026;01:17:42;21/02/2026;0,038730544;BR-316, 7 - Castanhal, São Francisco do Pará - PA, 68748-000, Brasil;Rod. Cap. Pedro Teixeira, 242 - Inussun, Capanema - PA, Brasil;00:04:31;77;07:54:00;09:12:00
RPH8B16-1;AMBEV, Vehicle, Diesel;21/02/2026;00:04:31;21/02/2026;0,532470394;Rod. Cap. Pedro Teixeira, 242 - Inussun, Capanema - PA, Brasil;BR-316, Km 151, s/n - Capanema, PA, 68702-180, Brasil;00:36:06;15;09:12:00;09:54:00
RPH8B16-1;AMBEV, Vehicle, Diesel;22/02/2026;00:04:49;22/02/2026;0,011987141;BR-316, Km 151, s/n - Capanema, PA, 68702-180, Brasil;Rod. Cap. Pedro Teixeira, 242 - Inussun, Capanema - PA, Brasil;00:00:05;18;09:54:00;10:00:00
RPH8B16-1;AMBEV, Vehicle, Diesel;22/02/2026;02:22:45;22/02/2026;0,010491933;Rod. Cap. Pedro Teixeira, 242 - Inussun, Capanema - PA, Brasil;Av. Roseana Sarney, 28, Boa Vista do Gurupi - MA, 65292-000, Brasil;00:01:01;79;10:00:00;12:24:00
RPH8B16-1;AMBEV, Vehicle, Diesel;22/02/2026;00:53:35;22/02/2026;0,021944444;Av. Roseana Sarney, 28, Boa Vista do Gurupi - MA, 65292-000, Brasil;X29J+5P, Maracaçumé - MA, 65289-000, Brasil;00:03:20;72;12:24:00;13:19:54
RPH8B16-1;AMBEV, Vehicle, Diesel;22/02/2026;05:11:09;22/02/2026;0,002326389;X29J+5P, Maracaçumé - MA, 65289-000, Brasil;Rod. Duzentos Vinte Dois, 7 - Vitoria Do Mearim, Vitória do Mearim - MA, 65350-000, Brasil;00:03:21;77;13:19:54;18:34:25
RPH8B16-1;AMBEV, Vehicle, Diesel;22/02/2026;00:21:39;22/02/2026;0,041132685;Rod. Duzentos Vinte Dois, 7 - Vitoria Do Mearim, Vitória do Mearim - MA, 65350-000, Brasil;BR-222 - Arari, MA, 65480-000, Brasil;00:00:19;66;18:34:25;18:54:00
RPH8B16-1;AMBEV, Vehicle, Diesel;22/02/2026;01:13:39;22/02/2026;0,477152778;BR-222 - Arari, MA, 65480-000, Brasil;BR-222, 672, Itapecuru Mirim - MA, 65485-000, Brasil;00:04:37;74;18:54:00;20:15:48
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:00:49;16/02/2026;0,004279155;R. O Tempo e O Vento, 54 - Anil, Rio de Janeiro - RJ, 22753-340, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:00:00;22;18:30:00;18:30:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:01:02;16/02/2026;0,158084016;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:00:04;16;18:30:00;18:36:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:01:56;16/02/2026;0,171171181;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:02:10;24;18:36:00;18:38:04
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:02:56;16/02/2026;0,005729167;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:08:15;10;18:38:04;18:49:15
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:43:29;16/02/2026;0,019206586;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Rua Claudino, 8 - Vargem Pequena, Rio de Janeiro - RJ, 22783-113, Brasil;00:02:23;68;18:49:15;19:32:15
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:08:25;16/02/2026;0,02664478;Rua Claudino, 8 - Vargem Pequena, Rio de Janeiro - RJ, 22783-113, Brasil;Servidão Sete de Setembro, 16-a - Vargem Grande, Rio de Janeiro - RJ, 22783-415, Brasil;00:01:10;48;19:32:15;19:42:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:02:54;16/02/2026;0,004355706;Servidão Sete de Setembro, 16-a - Vargem Grande, Rio de Janeiro - RJ, 22783-415, Brasil;Servidão Sete de Setembro, 16-a - Vargem Grande, Rio de Janeiro - RJ, 22783-415, Brasil;00:00:05;6;19:42:00;19:48:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:14:03;16/02/2026;0,006614502;Servidão Sete de Setembro, 16-a - Vargem Grande, Rio de Janeiro - RJ, 22783-415, Brasil;Estr. do Sacarrão, 227 - Vargem Grande, Rio de Janeiro - RJ, 22785-085, Brasil;00:01:30;46;19:48:00;20:00:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:02:44;16/02/2026;0,00519588;Estr. do Sacarrão, 227 - Vargem Grande, Rio de Janeiro - RJ, 22785-085, Brasil;R. Joao Pereira Ac R Cap Pedro Afo, 222 - Vargem Grande, Rio de Janeiro - RJ, 22785-620, Brasil;00:01:08;7;20:00:00;20:06:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:02:49;16/02/2026;0,0099361;R. Joao Pereira Ac R Cap Pedro Afo, 222 - Vargem Grande, Rio de Janeiro - RJ, 22785-620, Brasil;Estr. do Rio Morto, 1002 - Vargem Grande, Rio de Janeiro - RJ, 22783-210, Brasil;00:01:27;22;20:06:00;20:12:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:09:35;16/02/2026;0,005706019;Estr. do Rio Morto, 1002 - Vargem Grande, Rio de Janeiro - RJ, 22783-210, Brasil;Estr. dos Bandeirantes, 23480 - Vargem Grande, Rio de Janeiro - RJ, 22785-092, Brasil;00:08:13;44;20:12:00;20:29:48
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:05:12;16/02/2026;0,008372627;Estr. dos Bandeirantes, 23480 - Vargem Grande, Rio de Janeiro - RJ, 22785-092, Brasil;R. Manhuaçu, 333b - Vargem Grande, Rio de Janeiro - RJ, 22785-600, Brasil;00:01:26;22;20:29:48;20:36:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:09:42;16/02/2026;0,019778102;R. Manhuaçu, 333b - Vargem Grande, Rio de Janeiro - RJ, 22785-600, Brasil;Estrada do Pacuí, 143 - Vargem Grande, Rio de Janeiro - RJ, 22785-160, Brasil;00:00:05;22;20:36:00;20:48:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:00:21;16/02/2026;0,000701447;Estrada do Pacuí, 143 - Vargem Grande, Rio de Janeiro - RJ, 22785-160, Brasil;Estrada do Pacuí, 143 - Vargem Grande, Rio de Janeiro - RJ, 22785-160, Brasil;00:00:28;1;20:48:00;20:48:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:04:32;16/02/2026;0,011493056;Estrada do Pacuí, 143 - Vargem Grande, Rio de Janeiro - RJ, 22785-160, Brasil;Estr. Cabungui, 762 - Vargem Grande, Rio de Janeiro - RJ, 22785-020, Brasil;00:16:33;31;20:48:00;21:09:05
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:15:43;16/02/2026;0,007152778;Estr. Cabungui, 762 - Vargem Grande, Rio de Janeiro - RJ, 22785-020, Brasil;Estr. dos Bandeirantes, 26794 - Vargem Grande, Rio de Janeiro - RJ, 22785-575, Brasil;00:10:18;61;21:09:05;21:35:06
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:00:52;16/02/2026;0,00635103;Estr. dos Bandeirantes, 26794 - Vargem Grande, Rio de Janeiro - RJ, 22785-575, Brasil;Estr. dos Bandeirantes, 26754 - Vargem Grande, Rio de Janeiro - RJ, 22785-575, Brasil;00:00:14;22;21:35:06;21:36:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:05:34;16/02/2026;0,010195046;Estr. dos Bandeirantes, 26754 - Vargem Grande, Rio de Janeiro - RJ, 22785-575, Brasil;Estr. dos Bandeirantes, 28178 - Vargem Grande, Rio de Janeiro - RJ, 22785-276, Brasil;00:00:46;53;21:36:00;21:42:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:05:56;16/02/2026;0,005130127;Estr. dos Bandeirantes, 28178 - Vargem Grande, Rio de Janeiro - RJ, 22785-276, Brasil;R. Cleanto de Paiva Leite, 11 - Vargem Grande, Rio de Janeiro - RJ, 22785-070, Brasil;00:00:28;52;21:42:00;21:48:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:09:50;16/02/2026;0,009189815;R. Cleanto de Paiva Leite, 11 - Vargem Grande, Rio de Janeiro - RJ, 22785-070, Brasil;Estr. dos Bandeirantes, 26794 - Vargem Grande, Rio de Janeiro - RJ, 22785-575, Brasil;00:13:14;48;21:48:00;22:11:04
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:10:36;16/02/2026;0,002986111;Estr. dos Bandeirantes, 26794 - Vargem Grande, Rio de Janeiro - RJ, 22785-575, Brasil;Estr. do Rio Morto, 1002 - Vargem Grande, Rio de Janeiro - RJ, 22783-210, Brasil;00:04:18;52;22:11:04;22:25:58
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:50:04;16/02/2026;0,012266424;Estr. do Rio Morto, 1002 - Vargem Grande, Rio de Janeiro - RJ, 22783-210, Brasil;Av. Canal do Anil, 22 - Gardênia Azul, Rio de Janeiro - RJ, 22765-430, Brasil;00:00:34;70;22:25:58;23:18:00
TTM8F02;AMBEV, Vehicle, Diesel;16/02/2026;00:01:47;16/02/2026;1,379640845;Av. Canal do Anil, 22 - Gardênia Azul, Rio de Janeiro - RJ, 22765-430, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:01:31;35;23:18:00;23:18:00
TTM8F02;AMBEV, Vehicle, Diesel;18/02/2026;00:01:04;18/02/2026;0,124071875;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Av. Otávio Malta, 1201 - Anil, Rio de Janeiro - RJ, 22765-820, Brasil;00:00:01;26;23:18:00;23:19:05
TTM8F02;AMBEV, Vehicle, Diesel;18/02/2026;00:02:37;18/02/2026;0,185156991;Av. Otávio Malta, 1201 - Anil, Rio de Janeiro - RJ, 22765-820, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:00:08;18;23:19:05;23:24:00
TTM8F02;AMBEV, Vehicle, Diesel;18/02/2026;00:47:02;18/02/2026;0,039363426;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Estr. dos Bandeirantes, 12993 - Vargem Pequena, Rio de Janeiro - RJ, 22783-117, Brasil;00:09:28;57;23:24:00;00:21:57
TTM8F02;AMBEV, Vehicle, Diesel;18/02/2026;00:06:28;18/02/2026;0,00404816;Estr. dos Bandeirantes, 12993 - Vargem Pequena, Rio de Janeiro - RJ, 22783-117, Brasil;Estr. dos Bandeirantes, 12993 - Vargem Pequena, Rio de Janeiro - RJ, 22783-117, Brasil;00:00:51;39;00:21:57;00:24:00
TTM8F02;AMBEV, Vehicle, Diesel;18/02/2026;00:14:38;18/02/2026;0,026863426;Estr. dos Bandeirantes, 12993 - Vargem Pequena, Rio de Janeiro - RJ, 22783-117, Brasil;Estr. do Sacarrão, 14 - Vargem Grande, Rio de Janeiro - RJ, 22785-085, Brasil;00:05:03;50;00:24:00;00:45:55
TTM8F02;AMBEV, Vehicle, Diesel;18/02/2026;00:05:40;18/02/2026;0,019741238;Estr. do Sacarrão, 14 - Vargem Grande, Rio de Janeiro - RJ, 22785-085, Brasil;Estr. dos Bandeirantes, 23548 - Vargem Grande, Rio de Janeiro - RJ, 22785-092, Brasil;00:01:26;17;00:45:55;00:54:00
TTM8F02;AMBEV, Vehicle, Diesel;18/02/2026;00:13:16;18/02/2026;0,03785662;Estr. dos Bandeirantes, 23548 - Vargem Grande, Rio de Janeiro - RJ, 22785-092, Brasil;R. Luiz Borracha, 939 - Vargem Grande, Rio de Janeiro - RJ, 22785-120, Brasil;00:00:36;41;00:54:00;01:06:00
TTM8F02;AMBEV, Vehicle, Diesel;18/02/2026;00:19:51;18/02/2026;0,00875;R. Luiz Borracha, 939 - Vargem Grande, Rio de Janeiro - RJ, 22785-120, Brasil;R. Paulo Duarte, 82 - Vargem Grande, Rio de Janeiro - RJ, 22785-510, Brasil;00:12:36;53;01:06:00;01:38:27
TTM8F02;AMBEV, Vehicle, Diesel;18/02/2026;00:09:05;18/02/2026;0,091279491;R. Paulo Duarte, 82 - Vargem Grande, Rio de Janeiro - RJ, 22785-510, Brasil;R. Nove de Julho, 28.135 - Vargem Grande, Rio de Janeiro - RJ, 22785, Brasil;00:17:13;42;01:38:27;02:06:00
